user_id,age_range,gender,state,city,phone_price_range,phone_model,language,request_id,id_md5,timestamp,device_type,network_type,has_request
U_265751,45-54,MALE,MH,Chennai,low,iPhone15,Hindi,REQ_001423,f820275a5592452c4efa47679aaf5edc,39:24.5,,5G,1
U_408021,18-24,FEMALE,ka,Lucknow,low,iPhone15,Telugu,REQ_001424,5739edbe56cd795504cd7bcb826ad2db,29:50.5,,5G,1
U_299204,45-54,m,TN,Chennai,high,RedmiNote,Tamil,REQ_001425,cabe22a20280458aa564e78f60487a11,03:49.5,Tablet,4G,1
U_270622,18-24,,ka,Delhi,low,RedmiNote,Telugu,REQ_001426,394101f4e443ed860c9ac3510a9806fc,23:19.5,,4G,1
U_144596,below_18,f,UP,Delhi,mid,RedmiNote,Telugu,REQ_001427,843c3fbee1e88e38190cf4f580022386,59:47.5,,5G,1
U_198676,25-34,f,DL,Chennai,mid,iPhone15,Tamil,REQ_001428,e05f164f3fd08d25beed3ea584df91ff,02:41.5,,WiFi,1
U_312649,18-24,FEMALE,TN,Bangalore,high,SamsungS23,Telugu,REQ_001429,9c7f0780dbef0e45dbc3040142bf4f66,38:54.5,,5G,1
U_374434,45-54,f,UP,Lucknow,low,RedmiNote,Telugu,REQ_001430,b83b1948d55775d757075f8021fa0148,27:34.5,,5G,1
U_359511,below_18,f,TN,Lucknow,low,iPhone15,Tamil,REQ_001431,2ce5f742c02eb0b6698590a58bcf941b,13:18.5,Mobile,4G,1
U_482404,below_18,MALE,DL,Bangalore,mid,iPhone15,Telugu,REQ_001432,94b2eff6e8457b3c2e243d8be14353a8,16:41.5,Tablet,5G,1
U_298365,18-24,,UP,,,RedmiNote,English,REQ_001433,f188c8f1c52359b599196e4d13dbb5f7,11:19.5,Mobile,WiFi,1
U_168764,45-54,,UP,Delhi,low,SamsungS23,Hindi,REQ_001434,c6f5bf71db468d52f4a7c131501348bb,57:40.5,Tablet,5G,1
U_254104,,m,ka,,low,Pixel8,English,REQ_001435,670ec3877bae8396a31f549c6f430f35,02:07.5,Mobile,5G,1
U_06295,below_18,FEMALE,MH,Delhi,high,RedmiNote,Tamil,REQ_001436,5a04d3500876a076a84f09c0a4c9ccae,33:38.5,,WiFi,1
U_59169,45-54,FEMALE,MH,Chennai,high,iPhone15,English,REQ_001437,2ccf5254b701edc50408337590c392ae,54:28.5,Tablet,WiFi,1
U_294849,below_18,m,ka,Chennai,low,Pixel8,Telugu,REQ_001438,23db5bc0aafdfb71baf4222aac4f3dce,43:24.5,Mobile,4G,1
U_83029,35-44,FEMALE,TN,Delhi,,SamsungS23,Telugu,REQ_001439,8c1c7b14c73cf5a613bdb4ee413f8339,01:16.5,Mobile,4G,1
U_362628,,,UP,Lucknow,,RedmiNote,Hindi,REQ_001440,0f57b0bc157d2b3da36a001488776df1,58:34.5,,4G,1
U_228966,55+,,DL,,high,RedmiNote,Telugu,REQ_001441,914745dbfc033118137515cc9091003c,38:49.5,Tablet,WiFi,1
U_457735,18-24,m,KA,Lucknow,low,SamsungS23,Telugu,REQ_001442,b8e40904b33af33d5ffcc198acbbc636,32:46.5,Mobile,WiFi,1
U_257549,45-54,FEMALE,UP,Lucknow,high,iPhone15,Hindi,REQ_001443,6e7df2eaeeb3be62cdf1a663d87dadf0,20:37.5,,5G,1
U_79100,,MALE,,Lucknow,mid,SamsungS23,English,REQ_001444,8c91fa4a752cebb54906e90560411894,17:53.5,Mobile,4G,1
U_291164,,MALE,TN,Mumbai,mid,SamsungS23,English,REQ_001445,7718f2045c93bbe2e7f1b901f00cd927,28:01.5,Mobile,5G,1
U_159623,below_18,,MH,Chennai,,Pixel8,English,REQ_001446,1c47fb7297b8f2f496cf2cf8184c5005,36:47.5,Mobile,4G,1
U_135492,55+,f,MH,,low,SamsungS23,Tamil,REQ_001447,abab450d541f6b74118860d19a23ef9b,16:18.5,Mobile,WiFi,1
U_472592,,,UP,Mumbai,mid,Pixel8,Telugu,REQ_001448,32070efdc466158156a43d07339e6698,14:04.5,Mobile,WiFi,1
U_220324,18-24,f,,,mid,iPhone15,Tamil,REQ_001449,d14de9e78d926d2498bf5bb54f9040f6,54:13.5,Mobile,5G,1
U_447534,below_18,f,KA,Bangalore,low,SamsungS23,Telugu,REQ_001450,90369300778ebd10aeb13857997ea8cd,06:02.5,Tablet,4G,1
U_379409,25-34,m,MH,,mid,RedmiNote,Tamil,REQ_001451,8bc4e5d558ac19cb68990b99cf634497,05:21.5,,5G,1
U_11799,35-44,FEMALE,,Chennai,mid,iPhone15,Telugu,REQ_001452,ce0e0b055f6549237b92948a5aab06a6,25:51.5,,4G,1
U_55870,18-24,f,,Lucknow,low,RedmiNote,Tamil,REQ_001453,55b250b7316beea60d9d51ce46aa72b4,13:41.5,Mobile,5G,1
U_138701,35-44,m,UP,Mumbai,mid,SamsungS23,English,REQ_001454,acec07b67b2e5358e8aebc1e2b7a2005,50:09.5,,WiFi,1
U_177387,35-44,FEMALE,KA,Lucknow,low,iPhone15,Telugu,REQ_001455,d91324e4ac8e379f649651fc01949ae5,17:22.5,Mobile,4G,1
U_339682,55+,FEMALE,,Mumbai,,RedmiNote,English,REQ_001456,8a09bda9ab8faed9f3fb4d98b89dcc76,17:30.5,Mobile,WiFi,1
U_111221,25-34,MALE,UP,Delhi,,RedmiNote,Hindi,REQ_001457,7a31cacbf2761d92e4163b1a40a61093,02:44.5,Tablet,4G,1
U_491856,55+,MALE,,Delhi,,RedmiNote,English,REQ_001458,730a9ea516e576f1c0751f3d013e6afa,19:12.5,Tablet,4G,1
U_296439,,FEMALE,,Delhi,mid,RedmiNote,Tamil,REQ_001459,d21c9260958f73ba02747d5b77a05c0a,25:44.5,,WiFi,1
U_64995,55+,,KA,Lucknow,mid,RedmiNote,Hindi,REQ_001460,9c98c08348c5c436b8ca871bdbb61e7e,01:19.5,Tablet,4G,1
U_425633,35-44,MALE,UP,Chennai,,Pixel8,Hindi,REQ_001461,d9a82d62e73863d5738f343f0230e0bc,55:30.5,Mobile,5G,1
U_35641,18-24,,DL,Lucknow,high,RedmiNote,Tamil,REQ_001462,89b374766ebac5bbff0e64353c299e7e,10:24.5,Tablet,WiFi,1
U_283300,25-34,m,UP,Chennai,mid,SamsungS23,Telugu,REQ_001463,5e3561fa4f235eee9157b95775455b43,11:51.5,Tablet,5G,1
U_269334,,f,,Mumbai,,RedmiNote,Tamil,REQ_001464,c760d6a170c04b67e1e41d38f18ad983,53:58.5,Mobile,5G,1
U_309612,18-24,f,KA,Lucknow,,SamsungS23,Hindi,REQ_001465,6fbeb3a85d77ba448d4782436ca61f8f,44:55.5,Mobile,5G,1
U_64977,55+,,KA,Lucknow,high,SamsungS23,Hindi,REQ_001466,5e2e9043059581597fb722cc87e8721e,25:39.5,Mobile,5G,1
U_491554,,m,DL,Bangalore,,SamsungS23,Hindi,REQ_001467,e0a02b5981b3b48d0d42a146defe99ba,51:41.5,,4G,1
U_220657,45-54,m,,,low,RedmiNote,Tamil,REQ_001468,4b27f12beda1f4d97d6e23aa1a772227,03:10.5,Tablet,5G,1
U_262163,55+,m,,Chennai,mid,iPhone15,Telugu,REQ_001469,94c42291df2a75a51ff1137f16ea4a0a,29:23.5,,4G,1
U_72574,45-54,MALE,UP,Mumbai,high,SamsungS23,Telugu,REQ_001470,17f04bf82abee0a9c67fc2c17bdc1b3a,20:37.5,Tablet,WiFi,1
U_93331,55+,FEMALE,ka,Chennai,high,SamsungS23,English,REQ_001471,b11a7bc0bd7fcf2353367481e37ea7ab,32:07.5,,5G,1
U_469956,35-44,f,MH,Mumbai,low,iPhone15,Hindi,REQ_001472,6d56c8d1020bc66ac90ce91093c975ec,55:42.5,,4G,1
U_267104,25-34,FEMALE,,Lucknow,mid,RedmiNote,Tamil,REQ_001473,ff9cf6357f9c583ce4cfaf3cc30af6b3,42:59.5,Mobile,WiFi,1
U_321537,25-34,f,TN,Lucknow,high,SamsungS23,Hindi,REQ_001474,bcd25c90c655c7a7f7c15ca0739d0f1d,24:24.5,,4G,1
U_415120,18-24,FEMALE,TN,Delhi,,SamsungS23,English,REQ_001475,c159303a996c38168ab8621b60fc1383,17:56.5,,WiFi,1
U_78426,45-54,f,KA,Mumbai,,SamsungS23,English,REQ_001476,86c2588f2efb0082d4273bd1278cf51b,17:25.5,,WiFi,1
U_448261,below_18,MALE,MH,Chennai,,iPhone15,Telugu,REQ_001477,13c141e1f51d102ec2eee2794478b669,06:42.5,,WiFi,1
U_437811,55+,f,,Delhi,low,SamsungS23,Tamil,REQ_001478,5af397641cd3bbc07894352998ce8433,15:51.5,Mobile,WiFi,1
U_144219,25-34,,ka,Chennai,mid,iPhone15,Telugu,REQ_001479,418615d708aba97c4ed6207d7c2e3ad1,40:14.5,,WiFi,1
U_05886,18-24,f,KA,Lucknow,mid,RedmiNote,Tamil,REQ_001480,4a00cd72da04698d5c76bb4a7f6e7621,14:31.5,Tablet,5G,1
U_452779,18-24,f,TN,Bangalore,low,RedmiNote,Tamil,REQ_001481,61fcaa0f521ee8c7a4b2a08ea059add8,40:49.5,,4G,1
U_371106,55+,m,ka,Chennai,mid,RedmiNote,Telugu,REQ_001482,3985f9d1ea50a4b762c8c4d230e5d9b7,45:09.5,Tablet,4G,1
U_365693,18-24,m,TN,Bangalore,high,SamsungS23,Telugu,REQ_001483,1aa0c2105f11cd8cffe403e2caae5830,16:37.5,Tablet,4G,1
U_21486,,m,DL,Mumbai,mid,RedmiNote,Tamil,REQ_001484,1c3a586139f0e2bd88ec2e55ecefc649,14:08.5,,WiFi,1
U_331827,25-34,f,UP,Lucknow,,Pixel8,Telugu,REQ_001485,e12530f0fc762fcf781ff17a5f69ccf9,08:13.5,,WiFi,1
U_344733,45-54,f,,,low,iPhone15,Hindi,REQ_001486,040a7cb7fb13a3992e2dca730468707c,48:19.5,,5G,1
U_71366,35-44,FEMALE,,Lucknow,high,SamsungS23,English,REQ_001487,f68b864510b48250314567d34ad5b999,21:03.5,Tablet,WiFi,1
U_207398,55+,m,KA,Delhi,low,SamsungS23,Tamil,REQ_001488,c2215fb4736bb6787fa89dbea06d7851,10:03.5,Mobile,4G,1
U_213018,below_18,MALE,TN,Mumbai,high,Pixel8,Tamil,REQ_001489,28067ad51ef9c9404acf077435cd2fb4,08:10.5,Mobile,5G,1
U_130188,55+,,,Lucknow,mid,RedmiNote,Tamil,REQ_001490,8195eb6a60ea10154892a03667cd8917,13:22.5,Tablet,5G,1
U_416594,45-54,MALE,UP,Delhi,mid,iPhone15,Hindi,REQ_001491,36d9a5385cd32e6eecdbf10cddc9819c,35:40.5,,WiFi,1
U_50695,45-54,FEMALE,ka,Mumbai,mid,RedmiNote,Hindi,REQ_001492,6a5c25ff0dc5ea2130b72110bc713763,42:11.5,Tablet,WiFi,1
U_491581,45-54,FEMALE,,Delhi,mid,SamsungS23,Hindi,REQ_001493,8858bc73ca8bfbdfae43739d56c2c4e1,46:17.5,,5G,1
U_117090,,m,KA,Delhi,,Pixel8,Hindi,REQ_001494,bffb2496903ba8d9c75d2a941d3d8d59,21:52.5,Tablet,5G,1
U_77979,45-54,FEMALE,,Lucknow,high,iPhone15,Telugu,REQ_001495,f5243e405ebaa98d4331b87f1c142e81,11:38.5,Mobile,5G,1
U_370498,18-24,m,,Chennai,low,RedmiNote,Telugu,REQ_001496,0ed831dd5332fcdbb2be1d71e57943a6,24:47.5,,4G,1
U_326652,45-54,f,MH,Lucknow,high,SamsungS23,Tamil,REQ_001497,b2e5eda7fda9520aa6cd23859e182a5c,21:42.5,,5G,1
U_164016,below_18,FEMALE,,Delhi,,SamsungS23,English,REQ_001498,2ca3def0215cb1dacfa9944d31965acc,52:11.5,Mobile,5G,1
U_57797,18-24,f,,Delhi,low,iPhone15,Hindi,REQ_001499,55d45cef685b4a0cc00224973dd272b1,08:22.5,,5G,1
U_388973,45-54,,UP,Lucknow,high,RedmiNote,Telugu,REQ_001500,dd5e79b6f27899098a2346512ff9f402,18:43.5,Mobile,WiFi,1
U_254737,55+,,UP,,,Pixel8,Telugu,REQ_001501,34ec87cdfe9fe5997d38225c7d5a5dcf,32:37.5,Tablet,5G,1
U_401706,below_18,f,DL,Chennai,,Pixel8,Hindi,REQ_001502,ea0c05bc11023055da624c38ff891a85,08:04.5,,4G,1
U_188435,,,ka,Mumbai,high,Pixel8,Telugu,REQ_001503,0d9fffee43632e561f1cd3a9a27ae771,43:14.5,,4G,1
U_433996,25-34,FEMALE,KA,Mumbai,,SamsungS23,English,REQ_001504,8b9c1d470fe5f776f314f280c07c0dcc,54:28.5,,WiFi,1
U_218723,35-44,f,TN,,,RedmiNote,Telugu,REQ_001505,4fbb44407cf5eb5e89b66202294baa7c,26:19.5,Mobile,WiFi,1
U_254634,below_18,FEMALE,KA,Lucknow,high,iPhone15,Telugu,REQ_001506,82b822dd58992c5fee9ae58eea5b87fe,24:04.5,Tablet,WiFi,1
U_430406,below_18,,DL,Chennai,high,iPhone15,Telugu,REQ_001507,cf07dfa477c8aed75f6740bfb5125933,27:32.5,Mobile,WiFi,1
U_129183,55+,MALE,DL,,mid,Pixel8,Hindi,REQ_001508,ef3f7e09c5c046bbb31fca81bcf027bb,01:56.5,Mobile,4G,1
U_390017,35-44,,KA,Lucknow,low,iPhone15,English,REQ_001509,c1ba0e9cc0dba377f443e453ca8bc6ff,02:06.5,Mobile,5G,1
U_282802,35-44,MALE,TN,Delhi,high,RedmiNote,Tamil,REQ_001510,8029f1e645cf6bd9c805aae4cbfc2042,56:23.5,Tablet,WiFi,1
U_157780,25-34,MALE,UP,Delhi,mid,Pixel8,English,REQ_001511,c45a403348d4583dcc60277a72f6ffeb,36:31.5,,5G,1
U_186990,,f,,Bangalore,mid,Pixel8,Hindi,REQ_001512,2a1352c88bcef0e64466669866abc5ab,04:30.5,Tablet,WiFi,1
U_203785,18-24,,DL,Bangalore,mid,iPhone15,Hindi,REQ_001513,a98a2759805ea14e00ecc1a533645c06,29:44.5,Mobile,4G,1
U_335660,35-44,MALE,TN,Delhi,mid,iPhone15,Telugu,REQ_001514,49e6a21ffd1784f88162923ae04e8fda,15:34.5,Tablet,4G,1
U_135913,below_18,FEMALE,UP,Chennai,mid,Pixel8,Telugu,REQ_001515,95fcead9ebab0adc8a1c370da86fa418,49:40.5,,4G,1
U_238180,,MALE,ka,Delhi,mid,Pixel8,Tamil,REQ_001516,94616c6822aabc284463ce8fe46c9bf8,30:48.5,Tablet,4G,1
U_239726,25-34,FEMALE,,Mumbai,low,Pixel8,Telugu,REQ_001517,405cf7c18f3fea6ec9155a37fcc21191,18:38.5,,WiFi,1
U_168941,,FEMALE,,Chennai,high,Pixel8,Hindi,REQ_001518,519055bc844c2a16515c757347d9a2fc,05:49.5,,WiFi,1
U_413037,,f,,Delhi,low,iPhone15,Tamil,REQ_001519,78f216be7871f099186b09f7e60d00fe,29:15.5,,4G,1
U_393083,45-54,m,KA,Bangalore,high,Pixel8,Tamil,REQ_001520,463145c59174e781645f5f775cd6dbdf,07:15.5,Tablet,4G,1
U_430012,25-34,f,UP,Bangalore,mid,RedmiNote,Tamil,REQ_001521,bfc6d3544e7face7c53347af17ab1fdd,02:54.5,,WiFi,1
U_350039,55+,MALE,UP,,low,RedmiNote,English,REQ_001522,d8ae2bf983b375d9723c67c130fa3d2d,01:36.5,,4G,1
U_121535,18-24,,,,mid,Pixel8,Hindi,REQ_001523,d1d3fd253af6bb10d3caf85c1993ac6f,43:40.5,Tablet,4G,1
U_106984,18-24,f,UP,Chennai,low,SamsungS23,Tamil,REQ_001524,618bc97a471d7ead8d5fab0ac7b89363,45:13.5,,WiFi,1
U_103879,below_18,m,UP,Delhi,low,iPhone15,Tamil,REQ_001525,3e1f0be54ec78f12a5ff8e50f1948016,25:49.5,Tablet,4G,1
U_19150,,,TN,Mumbai,low,SamsungS23,Hindi,REQ_001526,c153e7408dc07abdb4ac15029b4a8ec0,10:59.5,Mobile,4G,1
U_164803,18-24,FEMALE,TN,Lucknow,,iPhone15,Hindi,REQ_001527,85dda96cbfb25bb56da228901cbe41ea,22:22.5,Mobile,4G,1
U_306209,18-24,m,MH,,,Pixel8,Telugu,REQ_001528,4c19bad877f5f0ad97be8fbe576a3de4,09:44.5,Mobile,WiFi,1
U_426975,below_18,MALE,ka,Mumbai,mid,SamsungS23,Telugu,REQ_001529,c2eeb0750710264a43726519768f55b8,03:05.5,,4G,1
U_479443,18-24,,DL,,,RedmiNote,Tamil,REQ_001530,01ac2295a6d72291b894a49647d203de,50:47.5,Tablet,4G,1
U_41761,18-24,FEMALE,,Mumbai,mid,iPhone15,Tamil,REQ_001531,5eae6b860485c67639bc407da8331a2c,29:48.5,,5G,1
U_126530,55+,m,MH,,,iPhone15,Hindi,REQ_001532,eecce419133c352e23cc0818fabfa963,00:19.5,Mobile,4G,1
U_355393,18-24,f,MH,Chennai,high,Pixel8,Hindi,REQ_001533,73ad831a6579d94a4862203258f3095c,09:10.5,,4G,1
U_276202,25-34,MALE,DL,Delhi,,SamsungS23,Hindi,REQ_001534,5fc8551ab596ae0b958fbc3cb801f9f5,44:53.5,,WiFi,1
U_116570,45-54,f,DL,Delhi,high,SamsungS23,Hindi,REQ_001535,1dc7c1376dbe47d37d15a79bb20cd19d,34:11.5,,WiFi,1
U_168641,25-34,m,DL,Lucknow,low,RedmiNote,Hindi,REQ_001536,7369004ff9b4c3a803726a52a31b77bc,37:53.5,Tablet,4G,1
U_405255,35-44,m,ka,Lucknow,mid,RedmiNote,Hindi,REQ_001537,4bd88f3c63a424c04ad98fd9cd1e3580,09:08.5,,5G,1
U_37803,45-54,FEMALE,UP,Mumbai,low,RedmiNote,Telugu,REQ_001538,c9d03dabe3fabd106be7e6de55f51bee,01:07.5,,4G,1
U_19156,35-44,f,ka,Bangalore,,SamsungS23,Tamil,REQ_001539,ed55bc74b91c8e422085be79d7e5176c,11:30.5,,5G,1
U_299920,18-24,,,,high,Pixel8,Tamil,REQ_001540,d6afd4e9ddd1cea48d4fe81f97c8434e,32:17.5,Mobile,WiFi,1
U_443236,55+,FEMALE,MH,Chennai,low,iPhone15,Tamil,REQ_001541,e4bd519e0fd52435ea6a2d34dd0122b8,47:37.5,Mobile,WiFi,1
U_42689,35-44,f,MH,Lucknow,,Pixel8,Tamil,REQ_001542,5f3f7c06715c0306322821497ce52444,26:27.5,Tablet,4G,1
U_389069,25-34,,UP,Delhi,,RedmiNote,Telugu,REQ_001543,04b9ebbaf5d44ef76ed0e0687aaa84b5,43:11.5,Tablet,5G,1
U_269391,25-34,f,MH,Bangalore,low,RedmiNote,Tamil,REQ_001544,6f1d48202f2ea43cda80bf2fa75e6881,16:03.5,Mobile,4G,1
U_55120,25-34,MALE,ka,,low,iPhone15,Telugu,REQ_001545,4186a1f9ca9ceae7972274e74dc84685,33:52.5,Tablet,5G,1
U_58837,45-54,,MH,Bangalore,low,Pixel8,Telugu,REQ_001546,14ceaeb1ca7427e8b7f75ea584d11bce,15:02.5,Tablet,4G,1
U_145177,below_18,f,TN,Delhi,high,iPhone15,Tamil,REQ_001547,9c91070e79882d1569d592dfc8e9c360,00:32.5,Mobile,4G,1
U_309928,18-24,m,MH,Mumbai,high,RedmiNote,Telugu,REQ_001548,c94c33ede222e181ca0a42693fbf2363,35:51.5,,4G,1
U_187738,,,ka,Mumbai,high,RedmiNote,Tamil,REQ_001549,5828070ed0f1e0f0633adc3c4835c4be,59:44.5,Tablet,5G,1
U_375940,35-44,f,DL,Delhi,low,SamsungS23,Hindi,REQ_001550,15b9662edeab2db22b143478cf2fe8ba,04:43.5,Mobile,WiFi,1
U_81284,below_18,FEMALE,TN,Chennai,high,Pixel8,Tamil,REQ_001551,a90318be18d2699a6f3625dd28b1bd12,10:51.5,Mobile,5G,1
U_04225,55+,MALE,UP,,mid,SamsungS23,Telugu,REQ_001552,cbf9943211a6790407ed7f87539dfcec,58:56.5,,WiFi,1
U_458320,45-54,,TN,Mumbai,high,Pixel8,Telugu,REQ_001553,6c40b24036b4d7f556956e8fb7f6d0f1,01:15.5,Tablet,4G,1
U_322497,,MALE,ka,Mumbai,,RedmiNote,Tamil,REQ_001554,3d3531c2417d4b15a185578ece40635d,43:15.5,Mobile,WiFi,1
U_173761,25-34,f,TN,Delhi,high,Pixel8,Tamil,REQ_001555,9069eac9714ab5199b33fc4a12b971e4,44:59.5,Tablet,5G,1
U_130872,55+,FEMALE,,Bangalore,mid,RedmiNote,English,REQ_001556,e38c069aae328859ee4040a4b61406c1,00:20.5,,WiFi,1
U_333341,25-34,,UP,Delhi,high,iPhone15,Hindi,REQ_001557,431e91929edac4e22203e1bc061bca40,50:40.5,Mobile,4G,1
U_164946,18-24,MALE,DL,,mid,RedmiNote,Hindi,REQ_001558,ac84930de05c56077be6318e5412aa12,04:12.5,,WiFi,1
U_418139,,MALE,,Lucknow,high,iPhone15,Hindi,REQ_001559,e08736188ec5c80a535f7f37744bbf4d,02:10.5,,5G,1
U_272361,45-54,MALE,DL,Delhi,high,RedmiNote,Telugu,REQ_001560,863fb467cc0657576a82a6344a1a5264,22:13.5,Tablet,4G,1
U_83827,25-34,FEMALE,TN,Chennai,mid,Pixel8,Telugu,REQ_001561,fd59bcb9d3bf6b4c9f3dd8d17b37413c,58:22.5,Mobile,WiFi,1
U_316618,,m,KA,Chennai,high,Pixel8,English,REQ_001562,18f8dcd05571937a31d72aeeb93d3835,47:20.5,,WiFi,1
U_439406,18-24,MALE,UP,Bangalore,low,iPhone15,Hindi,REQ_001563,cbf9779cb3c238537a373bc8024a284c,37:57.5,Tablet,5G,1
U_322538,below_18,MALE,ka,Chennai,low,Pixel8,Hindi,REQ_001564,09ec78df13a943f97305963c89b8ad56,12:34.5,Tablet,5G,1
U_311009,55+,MALE,,Delhi,high,RedmiNote,Hindi,REQ_001565,8f3874632f2249286d2e56caebeea963,44:45.5,Mobile,5G,1
U_49644,,FEMALE,DL,Bangalore,high,SamsungS23,Tamil,REQ_001566,54319cddc09100591f04d080c3e53b06,54:54.5,Mobile,5G,1
U_163787,,m,DL,Lucknow,mid,Pixel8,Hindi,REQ_001567,d41055b5382260f62b788a4f82e3e105,44:12.5,Mobile,5G,1
U_45835,55+,m,UP,Lucknow,high,iPhone15,Hindi,REQ_001568,a2bc07a273945c9fc762d0fa4983a7c1,52:20.5,,5G,1
U_240779,45-54,MALE,MH,Lucknow,low,SamsungS23,Hindi,REQ_001569,5a52cae0466471e9c476ef28accbc826,24:27.5,Mobile,WiFi,1
U_458261,45-54,MALE,KA,Bangalore,high,iPhone15,English,REQ_001570,ef73c82b9522292cf531c6924eca78fe,46:52.5,Mobile,4G,1
U_319898,,FEMALE,MH,,high,SamsungS23,Tamil,REQ_001571,1e49580abb7d0bc8c6b3cdcfddc19447,03:04.5,Mobile,4G,1
U_248595,25-34,FEMALE,KA,Delhi,mid,iPhone15,English,REQ_001572,3ee356fda96fbc75f4305090aa1c0b75,31:01.5,Mobile,WiFi,1
U_206216,below_18,,KA,Delhi,,iPhone15,Tamil,REQ_001573,e5fe7a0aa89e3a188273a4c43d6a6dd9,17:58.5,Mobile,WiFi,1
U_90920,25-34,FEMALE,,Bangalore,,SamsungS23,Tamil,REQ_001574,e2abdfa7154e712feb543295e86dc2e3,55:04.5,Tablet,5G,1
U_411436,55+,m,TN,Lucknow,high,SamsungS23,Hindi,REQ_001575,deae0f71c382101601d7243a3587f36a,48:14.5,,4G,1
U_105471,18-24,MALE,TN,Delhi,low,RedmiNote,Tamil,REQ_001576,69b8e45336ed720c3d1a46d3bdd8a461,22:32.5,Mobile,5G,1
U_174744,,MALE,DL,Mumbai,high,iPhone15,English,REQ_001577,6c059c6b488f5672246b2c003c6034ac,07:07.5,Mobile,WiFi,1
U_349246,,f,DL,Mumbai,mid,iPhone15,Tamil,REQ_001578,daeee2b7cf166798456d1bcf5f1c4bd2,06:28.5,,WiFi,1
U_444304,45-54,f,ka,Bangalore,,iPhone15,Telugu,REQ_001579,e584209d2c0185f87092ca931ab91409,34:14.5,,5G,1
U_248420,,MALE,TN,,,Pixel8,Tamil,REQ_001580,b3b66cb51aa59e0aacd11dbd4a11b385,06:30.5,Tablet,WiFi,1
U_409782,,m,TN,Mumbai,mid,iPhone15,English,REQ_001581,b10a4878a551a8e375a92fa18fef6f3e,21:36.5,Mobile,4G,1
U_226241,55+,MALE,MH,Delhi,low,SamsungS23,English,REQ_001582,b04055fd94437906419f928bf4bcad72,36:10.5,Mobile,5G,1
U_490354,,,,Chennai,,Pixel8,English,REQ_001583,e61f623731c12a53ec9f75e081c2cd12,48:46.5,Tablet,4G,1
U_243350,18-24,,UP,,high,SamsungS23,English,REQ_001584,d2cb15a9211e0f1ed0d821a21f38da9f,04:29.5,,WiFi,1
U_467816,25-34,FEMALE,DL,Chennai,high,SamsungS23,English,REQ_001585,1b5432b882e3814f221eb52a803c23ff,57:07.5,,4G,1
U_132961,below_18,m,DL,Bangalore,mid,iPhone15,Tamil,REQ_001586,fc6d3985ccc25b50e85e899d3e9cb04b,40:05.5,Tablet,5G,1
U_341678,below_18,MALE,UP,Bangalore,mid,Pixel8,English,REQ_001587,0b72bde3a424d76f6c97bd9427a626cb,38:10.5,Tablet,5G,1
U_154100,,,TN,Delhi,low,RedmiNote,Tamil,REQ_001588,eb3b3b504f5732d4fb66bea7bb61da5e,32:00.5,,5G,1
U_427730,,FEMALE,UP,Lucknow,low,iPhone15,English,REQ_001589,c3433e9b11ddc8e47ee4f5e3e297bd3f,53:07.5,Mobile,4G,1
U_274242,55+,,,,high,Pixel8,Tamil,REQ_001590,d268ce3b1fb029180cc0442a1f030bcb,18:10.5,Mobile,WiFi,1
U_498272,25-34,m,,Chennai,,SamsungS23,Telugu,REQ_001591,c4da4c239f03a578c27165b9f2916dcf,57:50.5,,WiFi,1
U_344397,below_18,,KA,Chennai,mid,SamsungS23,Telugu,REQ_001592,5cdc8485187ab131ad642a484abc08af,02:58.5,,WiFi,1
U_65506,35-44,f,,Lucknow,mid,RedmiNote,Hindi,REQ_001593,3ba6b75329b45b5b054fca09d116b2ec,22:28.5,Mobile,5G,1
U_50043,55+,,KA,,mid,iPhone15,Tamil,REQ_001594,16afed382bd4cff5b0816cb4f84f7d00,14:47.5,Tablet,5G,1
U_282724,18-24,,KA,Lucknow,mid,Pixel8,Telugu,REQ_001595,a36f8dc70a3c7d94b52a68faca9c2544,30:02.5,,5G,1
U_176230,45-54,FEMALE,ka,,high,SamsungS23,Tamil,REQ_001596,677d2d55ebc2c875f20ed063185109f8,40:11.5,,4G,1
U_252194,45-54,MALE,MH,Mumbai,,RedmiNote,Hindi,REQ_001597,8e7cca4b3ad4e6d0a0d1a970d03004cc,50:11.5,Mobile,4G,1
U_474860,35-44,FEMALE,ka,,low,SamsungS23,Tamil,REQ_001598,fecb9fb8b27ce416f5edc86be1eb1d9b,18:57.5,Mobile,4G,1
U_36918,,,TN,Chennai,mid,Pixel8,English,REQ_001599,66d6dba3c622d4f51320cdee3fee8eaa,03:37.5,Tablet,WiFi,1
U_241326,,MALE,TN,Bangalore,mid,Pixel8,Telugu,REQ_001600,7ac2bdcacc00c0de0bcd47b09960dfa9,07:03.5,Tablet,5G,1
U_287965,,m,,,,Pixel8,English,REQ_001601,93204ac6ef99b52fa1a08dc5371a84f2,11:50.5,Mobile,5G,1
U_50408,45-54,MALE,MH,Lucknow,,iPhone15,Hindi,REQ_001602,f9fdaab6cd0d85d1732df91397a4fff0,26:32.5,Mobile,WiFi,1
U_277715,35-44,,MH,,low,RedmiNote,Tamil,REQ_001603,f0e29f51391b8df373c15db1245e283e,44:14.5,,WiFi,1
U_496252,45-54,,MH,Lucknow,high,SamsungS23,Telugu,REQ_001604,61f8d137ceb8eda24232a0c39b7379ab,16:50.5,Tablet,4G,1
